File Name,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index
blackassign0044.txt,17,0,0.999999941176474,0.06666666640522877,13.73913043478261,33.860759493670884,19.0399559713814
blackassign0078.txt,33,19,0.2692307640532545,0.087394957836311,20.444444444444443,27.98913043478261,19.373429951690824
blackassign0093.txt,2,2,0.0,0.051948051273401935,9.9,22.22222222222222,12.848888888888888
blackassign0087.txt,23,28,-0.09803921376393698,0.10059171577792561,13.53191489361702,25.0,15.412765957446808
blackassign0097.txt,21,32,-0.2075471658953365,0.12018140562317142,14.615384615384615,25.438596491228072,16.021592442645076
blackassign0040.txt,28,18,0.21739129962192827,0.07565789461240478,12.389830508474576,34.33652530779754,18.690542326508844
blackassign0054.txt,5,0,0.99999980000004,0.02551020395147855,13.444444444444445,19.421487603305785,13.146372819100092
blackassign0068.txt,34,5,0.7435897245233405,0.07386363622374312,11.136363636363637,23.6734693877551,13.923933209647496
blackassign0069.txt,17,6,0.4782608487712674,0.1263736256792658,15.0,32.5,19.0
blackassign0055.txt,20,6,0.5384615177514801,0.046099290698405515,15.042553191489361,21.216407355021218,14.503584218604232
blackassign0041.txt,23,24,-0.021276595291987336,0.07507987208453695,10.379746835443038,24.024390243902438,13.761654831738191
blackassign0096.txt,24,47,-0.3239436574092443,0.1286231881727841,13.479166666666666,33.38485316846986,18.74560793405461
blackassign0082.txt,26,52,-0.3333333290598291,0.09443099262175425,16.672131147540984,34.611602753195676,20.513493560294666
blackassign0094.txt,24,38,-0.22580644797086374,0.11610486869643283,10.825396825396826,24.486803519061585,14.124880137783364
blackassign0080.txt,26,11,0.4054053944485029,0.019628647204441036,13.126373626373626,14.734198409376308,11.144228814299973
blackassign0057.txt,12,6,0.3333333148148158,0.10975609689173112,7.448275862068965,30.09259259259259,15.016347381864623
blackassign0042.txt,51,23,0.3783783732651571,0.1069364160304387,13.1875,27.3696682464455,16.2228672985782
blackassign0056.txt,20,8,0.4285714132653067,0.08259586996284404,17.458333333333332,32.69689737470167,20.062092283214003
blackassign0081.txt,30,31,-0.016393442354205864,0.07721518977567697,11.710843373493976,27.88065843621399,15.836600723883187
blackassign0095.txt,5,21,-0.6153845917159773,0.07669616496549804,12.13888888888889,20.36613272311213,13.002008644800407
blackassign0098.txt,4,3,0.1428571224489825,0.03225806436747436,22.166666666666668,30.451127819548873,21.04711779448622
blackassign0073.txt,24,37,-0.21311475060467622,0.10304054036648558,15.844444444444445,23.422159887798035,15.706641732896992
blackassign0067.txt,20,2,0.8181817809917372,0.06376811575719386,7.387096774193548,23.144104803493452,12.2124806310748
blackassign0066.txt,21,18,0.0769230749506904,0.05812220557656899,10.817073170731707,22.209695603156707,13.210707509555366
blackassign0072.txt,46,14,0.5333333244444446,0.11741682951581833,8.407407407407407,20.704845814977972,11.644901288954152
blackassign0058.txt,4,0,0.9999997500000625,0.04597701096578148,8.916666666666666,29.906542056074763,15.52928348909657
blackassign0064.txt,24,38,-0.22580644797086374,0.07345971555277285,14.666666666666666,33.0,19.066666666666666
blackassign0070.txt,31,10,0.5121951094586559,0.05408970969117453,13.842857142857143,28.482972136222912,16.93033171163202
blackassign0071.txt,15,58,-0.589041087821355,0.16820276458939457,7.896103896103896,18.25657894736842,10.461073137388928
blackassign0065.txt,35,23,0.20689654815695607,0.07869742187422331,13.117647058823529,25.112107623318387,15.291901872856767
blackassign0059.txt,14,24,-0.26315788781163457,0.1049723754006288,8.87719298245614,17.984189723320156,10.744553082310519
blackassign0061.txt,43,14,0.5087719208987382,0.08962264136851786,14.703703703703704,30.730478589420656,18.173672917249743
blackassign0075.txt,14,64,-0.6410256328073637,0.16846652231432716,8.025,18.847352024922117,10.748940809968847
blackassign0048.txt,3,3,0.0,0.0379746833039577,15.153846153846153,29.949238578680205,18.041233893010542
blackassign0074.txt,27,18,0.19999999555555567,0.062240663814328266,11.691358024691358,27.455121436114045,15.658591784322162
blackassign0060.txt,4,2,0.33333327777778704,0.06666666592592593,11.3,20.353982300884958,12.661592920353984
blackassign0089.txt,11,35,-0.5217391190926278,0.0978723402172929,11.461538461538462,26.34228187919463,15.121528136293236
blackassign0076.txt,31,29,0.03333333277777779,0.08928571415284864,15.314814814814815,27.448609431680776,17.105369698598235
blackassign0062.txt,7,14,-0.3333333174603182,0.08677685914555017,14.666666666666666,30.1948051948052,17.944588744588746
blackassign0063.txt,19,32,-0.2549019557862362,0.10714285691776711,10.923076923076923,29.049295774647888,15.988949079089924
blackassign0077.txt,17,9,0.30769229585798863,0.06914893598630602,19.956521739130434,25.925925925925924,18.352979066022545
blackassign0088.txt,16,38,-0.4074073998628259,0.05863192176044308,20.071428571428573,29.626334519572957,19.879105236400616
blackassign0038.txt,53,26,0.34177214757250446,0.08220603529427052,15.08641975308642,28.55973813420622,17.458463154917055
blackassign0010.txt,112,141,-0.11462450547579248,0.14598961330294885,9.578260869565218,30.276895142986838,15.942062405020824
blackassign0004.txt,29,61,-0.35555555160493835,0.14925373109576495,16.23404255319149,34.862385321100916,20.438571149716964
blackassign0005.txt,16,7,0.39130433081285515,0.065902578607729,10.775,31.554524361948953,16.93180974477958
blackassign0011.txt,48,14,0.5483870879292405,0.07828282818398632,16.152542372881356,40.92339979013641,22.830376865207107
blackassign0039.txt,42,39,0.03703703657978967,0.07833655698420061,13.866666666666667,20.741758241758244,13.843369963369964
blackassign0007.txt,28,56,-0.3333333293650794,0.12262773704725878,12.214285714285714,26.432748538011698,15.458813700918965
blackassign0013.txt,37,11,0.5416666553819447,0.16382252503814837,13.8,37.391304347826086,20.476521739130437
blackassign0012.txt,67,18,0.5764705814532873,0.10107015445770492,12.85,34.63035019455253,18.992140077821013
blackassign0006.txt,72,24,0.49999999479166674,0.0916905443250329,16.0125,39.11007025761124,22.0490281030445
blackassign0002.txt,43,23,0.30303029843893486,0.09205020907663848,11.85,33.64978902953587,18.199915611814347
blackassign0016.txt,33,24,0.1578947340720222,0.08649468879135859,13.35,32.20973782771536,18.223895131086145
blackassign0017.txt,43,10,0.6226414976860095,0.0892255890753778,11.666666666666666,33.46938775510204,18.05442176870748
blackassign0003.txt,32,19,0.2549019557862362,0.08133971278893187,13.771929824561404,41.65605095541402,22.17119231199017
blackassign0015.txt,33,24,0.1578947340720222,0.08649468879135859,13.35,32.20973782771536,18.223895131086145
blackassign0001.txt,23,6,0.5862068763376939,0.05664062488937378,10.15625,23.076923076923077,13.293269230769234
blackassign0028.txt,27,21,0.1249999973958334,0.08664259912158376,18.57894736842105,27.90368271954674,18.593052035187117
